player_id,name,position,team,games,proj_pass_yd,proj_pass_yd_sd,proj_pass_td,proj_pass_td_sd,proj_pass_int,proj_pass_int_sd,proj_rush_yd,proj_rush_yd_sd,proj_rush_td,proj_rush_td_sd,proj_rec_yd,proj_rec_yd_sd,proj_rec,proj_rec_sd,proj_rec_td,proj_rec_td_sd,proj_fum_lost,proj_fum_lost_sd,fp_mean,fp_std,fp_p10,fp_p25,fp_p50,fp_p75,fp_p90,weekly_fp_mean_avg,weekly_fp_std_avg,cv_fp,weekly_cv_fp,UncertaintyPercentile,pos_baseline_cv_pass_yd,pos_baseline_cv_rush_yd,pos_baseline_cv_rec_yd,player_cv_shrunk_pass_yd,player_cv_shrunk_rush_yd,player_cv_shrunk_rec_yd,overdisp_used_pass_td,overdisp_used_rush_td,overdisp_used_rec_td,overdisp_used_rec,overdisp_used_pass_int,overdisp_used_fum_lost,vif_from_projection_error,variance_source,variance_outlier_flag,variance_outlier_z,p40_used_pass_cmp_40,p40_used_rush_40,p40_used_rec_40,p50_td_used_pass_td_50,p50_td_used_rush_td_50,p50_td_used_rec_td_50,expected_pass_300_399,expected_pass_400_499,expected_pass_500_plus,expected_rec_300_bonus,expected_td_50_pass,expected_td_50_rush,expected_td_50_rec,expected_40_pass_cmp,expected_40_rush,expected_40_rec,league,samples,seed,projection_source,validation_passed,simulation_version,fp_mean_comp,fp_std_comp,fp_p10_comp,fp_p25_comp,fp_p50_comp,fp_p75_comp,fp_p90_comp,cv_fp_comp,weekly_cv_fp_comp,fp_delta,fp_ratio,comp_attempts_overdispersion,comp_completion_alpha_prior,comp_td_zero_inflation,comp_season_factor_vol
14777,Joe Burrow,QB,CIN,17,4639.0155698599,165.776828631437,38,3.50885411465942,10,1.42468125292227,188.320742143128,20.0514213117088,2,0.692278795333508,0.0,0.0,0,0.0,0,0.0,4,0.363529492202325,348.76,2.89,345.39,346.39,348.39,350.39,352.39,20.52,13.17,0.008,0.642,14,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,8.36716,0.0,0.0,YAHOO_AUCTION,50000,42,FFA,True,0.2.0,378.65,36.84,332.29,353.36,377.36,402.81,426.51,0.097,0.479,29.89,1.086,0.15,25.0,0.05,0.08
15698,Brock Purdy,QB,SF,17,4201.55987126089,244.999847821757,28,2.38471946677416,12,0.928228365344802,275.635675880348,24.5630820247293,3,0.745009438157529,0.0,0.0,0,0.0,0,0.0,3,0.278982830446839,303.22,2.75,299.63,301.63,302.63,304.63,306.63,17.84,11.18,0.009,0.627,11,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.59116,0.0,0.0,YAHOO_AUCTION,50000,43,FFA,True,0.2.0,332.72,32.52,291.82,310.35,331.61,353.98,374.79,0.098,0.492,29.5,1.097,0.15,25.0,0.05,0.08
14778,Tua Tagovailoa,QB,MIA,17,4074.22267322984,354.020743587525,27,2.77063786340806,11,1.09591788302856,89.034964028777,28.0930337422404,1,0.4479197923575,0.0,0.0,0,0.0,0,0.0,4,0.278982830446839,263.23,2.72,259.87,260.87,262.87,264.87,266.87,15.48,10.49,0.01,0.677,30,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.35512,0.0,0.0,YAHOO_AUCTION,50000,44,FFA,True,0.2.0,288.66,30.32,250.37,267.66,287.72,308.7,328.01,0.105,0.536,25.43,1.097,0.15,25.0,0.05,0.08
12611,Jared Goff,QB,DET,17,4376.5869897766,120.121753837734,32,4.19960723710653,12,1.03923241017722,75.0191897008709,49.0234399000769,1,0.508567077389746,0.0,0.0,0,0.0,0,0.0,3,0.275597520032662,294.45,2.8,290.57,292.57,294.57,296.57,298.57,17.32,11.69,0.01,0.675,28,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.88332,0.0,0.0,YAHOO_AUCTION,50000,45,FFA,True,0.2.0,321.1,33.15,279.45,298.17,320.1,342.93,364.26,0.103,0.52,26.66,1.091,0.15,25.0,0.05,0.08
16150,C.J. Stroud,QB,HOU,17,4041.68724725483,198.49436050514,25,2.9496483767442,11,0.530070465603524,251.172570995835,58.0817997038499,2,1.14606210180748,0.0,0.0,0,0.0,0,0.0,4,0.270795495873747,276.08,2.7,272.78,273.78,275.78,277.78,279.78,16.24,10.32,0.01,0.636,12,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.29996,0.0,0.0,YAHOO_AUCTION,50000,46,FFA,True,0.2.0,304.53,30.13,266.49,283.86,303.44,324.44,343.8,0.099,0.509,28.45,1.103,0.15,25.0,0.05,0.08
9431,Matthew Stafford,QB,LAR,17,3988.29497160167,252.082521825601,26,2.5705272094566,10,1.97186464967967,73.5908292313518,59.6652022858951,1,0.662970510452412,0.0,0.0,0,0.0,0,0.0,2,0.120335217661344,260.08,2.7,256.89,257.89,259.89,261.89,263.89,15.3,10.15,0.01,0.663,24,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.19352,0.0,0.0,YAHOO_AUCTION,50000,47,FFA,True,0.2.0,284.68,29.6,247.55,264.24,283.67,304.26,323.1,0.104,0.53,24.6,1.095,0.15,25.0,0.05,0.08
13590,Baker Mayfield,QB,TB,17,4199.40080272624,127.784195898013,33,3.09331813936587,15,1.65369303207938,284.214911018554,36.3847943115932,2,0.464083471709986,0.0,0.0,0,0.0,0,0.0,4,0.281716432603377,309.99,2.75,306.4,308.4,309.4,311.4,313.4,18.23,12.07,0.009,0.662,19,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.58772,0.0,0.0,YAHOO_AUCTION,50000,48,FFA,True,0.2.0,339.75,33.99,296.98,316.34,338.85,362.04,383.81,0.1,0.497,29.76,1.096,0.15,25.0,0.05,0.08
12620,Dak Prescott,QB,DAL,17,4200.25159409315,174.141188045303,29,2.78567549937089,12,1.48591342151226,171.888186293071,30.4992061928247,2,0.408652508759315,0.0,0.0,0,0.0,0,0.0,2,0.307279274632514,292.79,2.76,289.2,291.2,292.2,294.2,296.2,17.22,11.12,0.009,0.646,17,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.59462,0.0,0.0,YAHOO_AUCTION,50000,49,FFA,True,0.2.0,320.29,32.12,279.85,298.18,319.33,341.47,361.82,0.1,0.505,27.5,1.094,0.15,25.0,0.05,0.08
13116,Patrick Mahomes,QB,KC,17,4184.00791366906,239.366740817844,31,2.7490141823742,12,0.650244488259147,356.54570238546,48.9763841760842,3,0.691967882145355,0.0,0.0,0,0.0,0,0.0,2,0.0754446923489083,324.57,2.75,321.01,323.01,324.01,326.01,328.01,19.09,11.81,0.008,0.618,9,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,7.5519,0.0,0.0,YAHOO_AUCTION,50000,50,FFA,True,0.2.0,355.44,33.77,312.96,332.13,354.47,377.55,399.35,0.095,0.471,30.88,1.095,0.15,25.0,0.05,0.08
9064,Joe Flacco,QB,CLE,17,2474.09457781144,1075.86514787875,15,8.29584337162826,11,6.34223176781024,46.1754032563423,48.8134185335867,0,0.470493021581713,0.0,0.0,0,0.0,0,0.0,4,0.825151162937699,138.05,2.11,135.58,136.58,137.58,139.58,140.58,8.12,6.67,0.015,0.822,33,0.545539743060139,1.173891034841779,0.0,0.545539743060139,1.173891034841779,0.0,1.0,1.0,0.3,0.4999999999999997,1.0,0.25,0.15,baseline,0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,4.46476,0.0,0.0,YAHOO_AUCTION,50000,51,FFA,True,0.2.0,153.84,20.68,127.88,139.64,153.2,167.31,180.65,0.134,0.678,15.79,1.114,0.15,25.0,0.05,0.08
